Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	158791136	159034862	136	0.4117
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	159035799	160175354	736	0.122
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	160175715	160607702	239	0.0373
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	160608076	161604944	606	0.1364
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	161604966	164995378	1781	0.1794
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	164997464	165007539	5	-0.5639
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	165008929	166314680	791	0.1953
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	166315198	170156862	2418	0.1129
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	170160584	170303712	109	0.5766
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	170306138	172384322	1242	0.1673
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	172387076	173252453	654	0.6614
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	173254579	173449027	143	0.2655
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	173449414	173449433	2	-1.0188
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	173451050	173972439	374	0.283
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	173972511	174025352	54	0.6436
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	174026686	174194051	97	0.2624
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	174194973	174435925	122	0.1985
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	174440142	175596591	642	0.068
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	175599313	175919233	212	0.1826
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	175919246	176326072	198	0.0884
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	176328194	177930455	1099	0.2037
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	177930703	179088311	676	0.0357
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	179093176	186055545	3572	0.1066
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	186056482	186650440	325	0.0558
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	186658804	186852605	102	0.3852
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	186855656	190914290	2030	0.0977
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	190916730	192777812	1084	0.1608
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	192780644	194666977	688	0.089
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	194668162	194851060	57	-0.4972
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	194854741	196163068	448	0.4626
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	196166329	198762966	1478	0.0361
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	198763051	201874859	1782	0.088
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	201875201	202304501	249	0.0264
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	202306832	202401768	49	0.498
