Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	10	366509	133411599	81556	-0.0338
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	11	456012	134272740	77848	-0.0594
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	12	780472	122343609	69724	0.1696
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	12	122346142	122350510	5	-0.9445
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	12	122354837	127702276	3250	0.1711
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	12	127702330	129281027	644	0.0337
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	12	129283497	132605822	932	0.1769
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	13	18874255	114226675	57159	0.224
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	14	20033191	31800736	5882	-0.2217
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	14	31805431	31805473	2	-2.0941
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	14	31806012	105533894	43983	-0.2235
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	15	23437561	101344124	44895	0.0062
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	16	603333	84147625	38833	0.0972
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	16	84148194	85120218	147	0.6175
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	16	85120629	89317317	2341	0.0962
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	17	1074619	52098657	20842	-0.0542
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	17	52098919	82895920	16498	-0.0368
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	17	82896132	82959812	50	-0.1219
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	18	326691	52175507	27621	-0.0438
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	18	52177321	78749858	15095	-0.0605
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	18	78749887	79349796	334	-0.0276
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	19	283868	58370362	24269	0.0829
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	20	472817	63588502	37667	0.0721
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	21	13974127	46262057	20819	-0.0613
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	22	16934932	48940621	17120	0.0971
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	3236359	3367633	91	0.0166
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	3367775	3371291	2	-1.8795
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	3371684	8815239	829	6e-04
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	8818678	8821189	2	-1.7994
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	8821613	10465388	876	0.0091
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	10465510	10466175	2	1.8559
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	10467479	14754997	2825	0.0018
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	14756275	14759571	2	2.6291
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	14759653	22194583	3220	-0.0107
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	22194648	22194879	2	-2.0017
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	22195877	81491333	23277	-0.0052
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	81527420	81562604	22	-3.0752
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	X	81562881	155677414	33264	-2e-04
